EMPLOYER ID,TOTAL_ARREARS,MAX_CONSECUTIVE_MISSED,AVG_CONTRIBUTION_RATIO,MONTHS_WITH_SANCTIONS,DEFAULT_LABEL
XXXXX0464_20170125,-13270.5,0,1.0,0,0
XXXXX0467_20200120,6085.0,0,1.0,48,0
XXXXX0473_20200120,11996.71,0,0.8298611111111112,48,1
XXXXX0473_20210820,12253.23,0,0.9791666666666666,48,1
XXXXX0474_20030515,14347.25,0,1.0,48,0
XXXXX0476_19910806,386325.58999999997,0,1.0,48,0
XXXXX0478_20120710,-47250.0,0,1.0,0,0
XXXXX0489_19960203,-163438.359272,0,0.999823275507629,0,0
XXXXX0489_19991025,2411.424169,0,0.8923796906520453,48,1
XXXXX0494_20201029,13292.57,0,1.0,48,0
XXXXX0495_20020712,0.0,0,1.0,48,0
XXXXX0495_20200121,-4181.68,0,1.0,48,0
XXXXX0503_20180122,0.0,0,1.0,0,0
XXXXX0504_20080829,-370763.85000000003,0,1.0,48,0
XXXXX0507_20111019,47905.08,0,1.0,0,0
XXXXX0512_20041109,-732.99,0,1.0,0,0
XXXXX0514_20181023,16957.35,0,1.0,48,0
XXXXX0515_20111019,47.55000000000018,0,1.0,48,0
XXXXX0517_20220121,-28.230000000000004,0,1.0,48,0
XXXXX0523_20000627,-18175.56,0,1.0,0,0
XXXXX0524_20170126,358666.37,0,1.0,48,0
XXXXX0527_20191004,108186.0,0,0.9457123799066113,48,1
XXXXX0530_20090420,9588.32,0,1.0,48,0
XXXXX0530_20191004,2207.67,0,0.9583333333333334,48,1
XXXXX0531_20111123,126104.14,0,0.7669222753122226,48,1
XXXXX0534_20010410,-623094.43888,0,0.9999609479501749,48,0
XXXXX0536_20060201,12080.07,0,1.0,48,0
XXXXX0537_20051110,294646.73,0,0.999999856233265,48,0
XXXXX0538_20210823,68119.29,0,0.9919695995007923,48,1
XXXXX0539_20101216,-205.23000000000002,0,0.9791666666666666,48,1
XXXXX0549_20170127,9288.0,0,0.9166666666666666,48,1
XXXXX0551_20040623,3596.834095,0,1.0,48,0
XXXXX0551_20190122,208555.02,0,1.0,48,0
XXXXX0557_20171120,28355.66,0,0.9930555555555555,48,1
XXXXX0558_20201030,11548.710000000001,0,0.9811510439512924,48,1
XXXXX0561_20171120,71752.5,0,1.0,48,0
XXXXX0566_20180123,529.28,0,0.9999879469154224,48,0
XXXXX0568_20220124,49221.0,0,0.6666666666666666,48,1
XXXXX0572_20120522,645256.3400000001,0,0.9562078170481821,48,1
XXXXX0575_20090213,331002.53,0,0.9381563489852751,48,1
XXXXX0578_19931110,439637.98000000004,0,0.9931669047060079,48,1
XXXXX0578_20210824,58214.0,0,0.8541666666666666,48,1
XXXXX0580_20090213,902098.69,0,0.9352419483732914,48,1
XXXXX0582_19980727,158807.12,0,0.9720637254570336,48,1
XXXXX0586_20181024,796.5,0,1.0,48,0
XXXXX0592_20040304,-18139514.3274,0,0.999818131636772,0,0
XXXXX0599_19980522,1066478.3652999983,0,0.6328159973452565,48,1
XXXXX0605_19980623,0.0,0,1.0,48,0
XXXXX0608_20171121,11898.23,0,0.9583333333333334,48,1
XXXXX0609_20140328,684.44,0,1.0,48,0
XXXXX0610_19960327,-29545.92,0,1.0,48,0
XXXXX0621_20171121,174241.02,0,0.5217129764101222,48,1
XXXXX0644_19910807,96998.67234,0,1.0,48,0
XXXXX0644_20181025,-80172.7,0,1.0,48,0
XXXXX0654_19980608,-484955.1,0,1.0,48,0
XXXXX0654_20200123,-971.01,0,1.0,48,0
XXXXX0655_20130801,5292.0599999999995,0,0.9997005723975199,48,0
XXXXX0661_20190124,-567.27,0,1.0,0,0
XXXXX0662_20191008,0.0,0,1.0,48,0
XXXXX0663_20170131,178188.29,0,0.8949414604669661,48,1
XXXXX0669_19920416,5310.96,0,1.0,48,0
XXXXX0677_20010228,-76932.96,0,1.0,48,0
XXXXX0688_20020820,-373956.33092000004,0,0.9999999390948466,0,0
XXXXX0696_19990426,-1080771.732104,0,1.0,48,0
XXXXX0697_19910918,8938.77,0,0.9930555555555555,48,1
XXXXX0698_19990708,1875.6699999999983,0,1.0,48,0
XXXXX0698_20150216,42942.61,0,0.9859089140673442,48,0
XXXXX0701_19970401,-101498.97,0,1.0,0,0
XXXXX0702_19920317,2069.88,0,0.999672259036331,48,0
XXXXX0702_20181026,-98128.8,0,1.0,48,0
XXXXX0703_20020919,3362.25,0,1.0,48,0
XXXXX0733_20200124,27540.0,0,1.0,48,0
XXXXX0741_20160211,604.13,0,1.0,0,0
XXXXX0741_20190125,22480.04,0,1.0,48,0
XXXXX0742_20181026,4952.7,0,1.0,48,0
XXXXX0747_20010912,222499.82,0,0.9037162621920763,48,1
XXXXX0749_19940221,1066478.3652999983,0,0.37274214082992585,48,1
XXXXX0749_20220128,1020.6,0,1.0,48,0
XXXXX0769_20180129,0.0,0,1.0,48,0
XXXXX0772_19920129,-262266.94,0,1.0,0,0
XXXXX0775_19940706,-59700.969999999994,0,1.0,0,0
XXXXX0781_20190127,-17254.56,0,1.0,48,0
XXXXX0781_20210126,40831.64,0,1.0,48,0
XXXXX0787_20160215,38603.56,0,1.0,48,0
XXXXX0787_20181029,46623.5,0,0.8160790097863035,48,1
XXXXX0788_20201105,1066478.3652999983,0,0.9576466508794844,48,1
XXXXX0794_19911002,0.0,0,1.0,48,0
XXXXX0804_20010209,18789.75,0,1.0,0,0
XXXXX0810_20040212,342545.73,0,1.0,48,0
XXXXX0814_20220129,9103.25,0,1.0,48,0
XXXXX0815_20050121,-136721.96,0,1.0,48,0
XXXXX0816_20090420,23596.96,0,1.0,48,0
XXXXX0817_20220131,20980.62,0,0.9583333333333334,48,1
XXXXX0825_20080603,0.0,0,1.0,48,0
XXXXX0827_20071109,-8503.140000000001,0,0.9976590924252188,0,0
XXXXX0831_19960416,23430.65,0,1.0,48,0
XXXXX0837_19920210,3131.85,0,1.0,48,0
XXXXX0849_20180130,0.0,0,1.0,48,0
XXXXX0860_20090720,11697.64,0,0.9375,48,1
XXXXX0861_20201106,57703.0,0,0.3271604938271605,48,1
XXXXX0866_20030326,1319.1100000000024,0,1.0,0,0
XXXXX0867_20160217,0.0,0,1.0,48,0
XXXXX0882_20160217,44047.409999999996,0,0.9969714088757914,48,0
XXXXX0887_20191011,810.0,0,1.0,48,0
XXXXX0895_20110801,1587.6,0,1.0,48,0
XXXXX0902_20191011,3547.8799999999997,0,1.0,48,0
XXXXX0910_19950206,-54563.405856000005,0,1.0,48,0
XXXXX0928_20181101,-1300.3799999999999,0,1.0,48,0
XXXXX0928_20200129,148.17000000000002,0,1.0,48,0
XXXXX0933_20040209,26230.5,0,1.0,48,0
XXXXX0936_19970715,-2534154.33,0,1.0,0,0
XXXXX0946_19920129,-6131.716418,0,1.0,48,0
XXXXX0949_19920203,1066478.3652999983,0,0.8676482763518174,48,1
XXXXX0955_19930517,-473637.36,0,1.0,48,0
XXXXX0959_20060831,9506.69,0,0.9996587441503105,48,0
XXXXX0964_20090302,0.0,0,1.0,48,0
XXXXX0968_20220202,-1323.0,0,1.0,0,0
XXXXX0971_19980518,44291.46,0,1.0,48,0
XXXXX0976_20160222,12886.64,0,1.0,48,0
XXXXX0978_20191014,477.78999999999996,0,1.0,48,0
XXXXX0985_19920203,-13597.0,0,1.0,48,0
XXXXX0985_20210129,6610.4,0,1.0,48,0
XXXXX1001_20110211,-327031.82,0,1.0,48,0
XXXXX1005_20170213,1177.93,0,1.0,48,0
XXXXX1011_20110404,-4703.56,0,0.9930555555555555,48,1
XXXXX1012_19941014,2155.1000000000004,0,1.0,48,0
XXXXX1015_20131016,203771.64,0,0.9348344084283228,48,1
XXXXX1019_20000914,6498.63,0,1.0,48,0
XXXXX1021_20180202,8056.349999999999,0,1.0,48,0
XXXXX1022_20210129,-27.70999999999995,0,0.999999022234859,48,0
XXXXX1032_20120726,43182.89,0,1.0,48,0
XXXXX1035_20160223,48339.97,0,1.0,48,0
XXXXX1038_20001220,4288.78,0,1.0,48,0
XXXXX1068_19980820,0.0,0,1.0,48,0
XXXXX1075_19960209,-4961.6468,0,1.0,0,0
XXXXX1081_20180205,16657.92,0,1.0,48,0
XXXXX1082_20190201,0.0,0,1.0,0,0
XXXXX1086_20220207,-3091.38,0,1.0,48,0
XXXXX1096_20181105,359.51,0,1.0,48,0
XXXXX1107_20110906,365219.15,0,1.0,48,0
XXXXX1114_20191016,0.0,0,1.0,0,0
XXXXX1118_20191016,10270.169999999998,0,1.0,48,0
XXXXX1119_20170216,92942.9,0,1.0,48,0
XXXXX1125_20050204,-1867.21,0,0.9606809520036435,48,1
XXXXX1126_20090420,160888.28,0,0.9929973516079277,48,1
XXXXX1135_20160229,1387.52,0,1.0,48,0
XXXXX1145_20100301,-6566.48,0,1.0,0,0
XXXXX1149_20201116,147963.64,0,0.7689708223025135,48,1
XXXXX1152_20100309,75227.9,0,0.9977161777017775,48,0
XXXXX1154_20210907,16703.87,0,1.0,48,0
XXXXX1166_20220208,21735.0,0,1.0,48,0
XXXXX1179_20100511,-19179.75,0,1.0,48,0
XXXXX1185_20220208,169320.9,0,0.999925570428156,48,0
XXXXX1190_19971015,-180852.35,0,0.9604271759641146,48,1
XXXXX1191_20201117,0.0,0,1.0,48,0
XXXXX1200_20170220,122419.48,0,0.7238125966748012,48,1
XXXXX1207_20000901,-1819792.626604,0,1.0,48,0
XXXXX1220_20180208,0.0,0,1.0,48,0
XXXXX1221_20200204,22303.12,0,1.0,48,0
XXXXX1232_20150313,-9850.38,0,1.0,48,0
XXXXX1248_20040906,39681.5,0,1.0,48,0
XXXXX1249_20181108,16702.64,0,1.0,48,0
XXXXX1251_20020131,-18509.3,0,1.0,48,0
XXXXX1254_20190206,26038.5,0,0.8541666666666666,48,1
XXXXX1259_20150316,81636.13,0,1.0,48,0
XXXXX1266_20170222,12190.5,0,0.8958333333333334,48,1
XXXXX1268_20201119,50328.0,0,0.8541666666666666,48,1
XXXXX1275_20200205,-13985.6,0,1.0,48,0
XXXXX1280_19920129,-387628.04,0,1.0,48,0
XXXXX1281_20080723,54.24,0,1.0,48,0
XXXXX1293_20160309,7840.8,0,0.8529792405273137,48,1
XXXXX1300_20080214,687.96,0,1.0,48,0
XXXXX1308_20190207,-61787.12999999999,0,1.0,48,0
XXXXX1322_19980716,-1258332.5999999999,0,1.0,48,0
XXXXX1327_20070214,6311.7300000000005,0,1.0,48,0
XXXXX1329_20201120,1107.0,0,0.9791666666666666,48,1
XXXXX1332_20140127,260.05,0,1.0,0,0
XXXXX1335_20030729,-242801.65,0,1.0,48,0
XXXXX1338_20210909,411336.9,0,0.9621180473853701,48,1
XXXXX1343_20210204,1632.1000000000001,0,1.0,48,0
XXXXX1348_20061229,24077.25,0,1.0,48,0
XXXXX1355_20010228,0.0,0,1.0,48,0
XXXXX1361_20031204,-91232.72,0,1.0,48,0
XXXXX1361_20180212,2956.5,0,1.0,48,0
XXXXX1363_20120926,0.0,0,1.0,0,0
XXXXX1373_20080221,13814.1,0,1.0,48,0
XXXXX1381_20090202,0.0,0,1.0,48,0
XXXXX1385_19971125,964.2600000000001,0,1.0,48,0
XXXXX1389_20181112,-1541.6999999999998,0,1.0,48,0
XXXXX1393_20130521,160802.21,0,0.3541666666666667,48,1
XXXXX1394_20150325,12207.35,0,0.9998190535731325,48,0
XXXXX1395_20050518,129359.48,0,0.8333333333333334,48,1
XXXXX1395_20201123,6978.67,0,1.0,48,0
XXXXX1401_19980606,18046.135,0,0.9015822916666667,48,1
XXXXX1404_20180213,17900.44,0,0.9897119341563786,48,1
XXXXX1404_20210204,17308.73,0,0.9989752262177567,48,0
XXXXX1405_20110623,40500.0,0,1.0,48,0
XXXXX1406_20030627,-5902.89,0,1.0,48,0
XXXXX1418_20170227,325.1800000000002,0,1.0,48,0
XXXXX1422_20210910,26446.67,0,0.3718951590897384,48,1
XXXXX1428_20180213,554694.5,0,0.9412822342162114,48,1
XXXXX1433_20030519,-21298.42,0,1.0,48,0
XXXXX1436_20130211,143387.06,0,1.0,48,0
XXXXX1437_20170228,60429.3,0,0.9930555555555555,48,1
XXXXX1437_20191022,7239.99,0,0.8958333333333334,48,1
XXXXX1452_20080825,1066478.3652999983,0,0.8329883050892315,48,1
XXXXX1462_20081014,0.0,0,1.0,48,0
XXXXX1474_20180214,0.0,0,1.0,48,0
XXXXX1478_20140404,297.0,0,1.0,48,0
XXXXX1484_20210913,64840.5,0,0.33958333333333335,48,1
XXXXX1489_20030325,67805.88,0,1.0,48,0
XXXXX1498_20130627,271.35,0,1.0,48,0
XXXXX1509_20190212,0.0,0,1.0,48,0
XXXXX1512_19921021,63204.69,0,0.9798727280791467,48,1
XXXXX1517_19910923,547.3,0,1.0,48,0
XXXXX1518_20150330,24540.260000000002,0,1.0,48,0
XXXXX1522_19960418,35095.38,0,0.9788595507928509,48,1
XXXXX1523_19960425,-142706.51,0,1.0,0,0
XXXXX1527_20220213,995.8,0,1.0,48,0
XXXXX1534_20150330,-28163.73,0,1.0,48,0
XXXXX1536_19950206,-397157.19000000006,0,1.0,48,0
XXXXX1544_20000608,182599.4,0,1.0,48,0
XXXXX1564_20180215,24547.57,0,0.9989718988270706,48,0
XXXXX1565_20220214,3888.0,0,1.0,48,0
XXXXX1566_20190213,27437.379999999997,0,0.8958333333333334,48,1
XXXXX1567_20081001,33669.23,0,1.0,48,0
XXXXX1568_20200211,74216.7,0,0.9814486991301745,48,1
XXXXX1579_20200211,2878.59,0,0.9791666666666666,48,1
XXXXX1584_20060705,-12298.140000000003,0,0.9375,48,1
XXXXX1591_20200211,5429.9,0,0.9193181818181818,48,1
XXXXX1592_20160323,136959.48,0,1.0,48,0
XXXXX1596_20080404,-8842.5,0,1.0,0,0
XXXXX1611_19990809,4482.66,0,1.0,48,0
XXXXX1620_20191024,0.0,0,1.0,48,0
XXXXX1622_20181116,5249.77,0,0.9166666666666666,48,1
XXXXX1625_20210914,95942.3,0,0.7015462535209273,48,1
XXXXX1630_20181116,10109.72,0,0.8473936899862826,48,1
XXXXX1634_20170307,68815.65,0,0.42361024958515886,48,1
XXXXX1636_20190215,204832.01,0,1.0,48,0
XXXXX1637_20210209,19498.54,0,0.875,48,1
XXXXX1638_20060927,142631.11,0,0.5632374860089554,48,1
XXXXX1661_20000821,-12080.78,0,1.0,48,0
XXXXX1662_20150408,86115.58,0,0.9791666666666666,48,1
XXXXX1669_20200213,136605.81,0,0.877492731801222,48,1
XXXXX1670_20001116,43373.13,0,0.7916666666666666,48,1
XXXXX1682_20140401,-4.680000000000007,0,1.0,48,0
XXXXX1685_20050207,-691224.6,0,0.999499802811727,48,0
XXXXX1689_20130430,610.2,0,1.0,48,0
XXXXX1690_20000405,-84483.53,0,1.0,48,0
XXXXX1696_20061006,97874.14,0,0.8122825556500111,48,1
XXXXX1711_20150410,11128.3,0,0.9898769951293193,48,1
XXXXX1718_20150410,-425.66,0,1.0,0,0
XXXXX1727_20091103,7719.97,0,1.0,48,0
XXXXX1732_20170310,13128.960000000001,0,0.9375,48,1
XXXXX1736_19980513,5472.72,0,0.9791666666666666,48,1
XXXXX1748_20150414,607.5,0,1.0,0,0
XXXXX1749_19930202,-22964.72,0,0.9999912944705912,48,0
XXXXX1751_20050302,23816.769999999997,0,1.0,48,0
XXXXX1755_20200214,2154.35,0,1.0,48,0
XXXXX1759_20210916,4271.05,0,1.0,48,0
XXXXX1768_20220217,922694.14,0,1.0,48,0
XXXXX1772_20070313,121.50000000000011,0,1.0,48,0
XXXXX1781_19960715,-127748.726591,0,0.9990306545370555,48,0
XXXXX1787_20140404,-46159.29,0,0.9997792444702993,48,0
XXXXX1789_20210211,2835.0,0,1.0,48,0
XXXXX1795_20170313,0.0,0,1.0,48,0
XXXXX1797_20181120,2993.63,0,1.0,48,0
XXXXX1801_20140127,56694.17,0,0.8958333333333334,48,1
XXXXX1801_20201203,216.86000000000013,0,1.0,48,0
XXXXX1808_19950830,96499.860184,0,0.9583333333333334,48,1
XXXXX1822_20040511,0.0,0,1.0,48,0
XXXXX1835_19980507,120109.72,0,1.0,48,0
XXXXX1836_20160405,-5670.0,0,1.0,0,0
XXXXX1845_20191025,142917.78,0,1.0,48,0
XXXXX1850_20160406,9835.24,0,1.0,48,0
XXXXX1858_19930202,50551.07,0,1.0,48,0
XXXXX1863_20071011,3945.05,0,1.0,48,0
XXXXX1878_20190220,9703.96,0,0.9930555555555555,48,1
XXXXX1896_20210917,5400.0,0,1.0,48,0
XXXXX1902_20210917,27736.03,0,0.8886002952374801,48,1
XXXXX1915_20100731,675.0,0,1.0,0,0
XXXXX1919_19920904,-122079.61,0,1.0,48,0
XXXXX1919_20210920,180821.53,0,0.9722222222222222,48,1
XXXXX1930_20201210,29722.8,0,0.9791666666666666,48,1
XXXXX1933_20200218,2475.4,0,1.0,48,0
XXXXX1935_20210212,11800.0,0,1.0,48,0
XXXXX1947_20190221,22279.84,0,0.9380389228198743,48,1
XXXXX1953_19930202,19646.06248,0,1.0,48,0
XXXXX1962_19920904,-4928.4800000000005,0,1.0,0,0
XXXXX1985_20190222,0.0,0,1.0,0,0
XXXXX1986_20090420,2794.5,0,1.0,48,0
XXXXX1988_20170317,21143.8,0,1.0,48,0
XXXXX1990_20050801,-1.84,0,1.0,48,0
XXXXX1993_20210215,57106.32,0,0.7910404927787963,48,1
XXXXX1996_20200218,80190.0,0,0.9930555555555555,48,1
XXXXX1998_20070817,12048.75,0,0.9843703181013503,48,1
XXXXX2000_20150427,45463.79,0,0.9983288526088027,48,0
XXXXX2001_19920904,-6429.24,0,1.0,48,0
XXXXX2014_19910807,1064637.14,0,1.0,48,0
XXXXX2014_20140127,4108.4800000000005,0,1.0,48,0
XXXXX2023_20040617,152482.63749999998,0,1.0,48,0
XXXXX2024_20210922,78085.18,0,0.9791666666666666,48,1
XXXXX2026_19911203,391059.0,0,1.0,48,0
XXXXX2027_20000621,38552.184,0,0.9956644732388037,48,0
XXXXX2028_20181127,-9179.84,0,1.0,48,0
XXXXX2042_20020315,3749.1099999999997,0,0.9566291529592212,48,1
XXXXX2043_20181127,10664.24,0,0.8033323473051787,48,1
XXXXX2050_20030409,15510.26,0,1.0,48,0
XXXXX2055_20190225,23990.1,0,1.0,48,0
XXXXX2056_19930202,4685.52,0,1.0,48,0
XXXXX2059_20041216,1066478.3652999983,0,0.9374637375059124,48,1
XXXXX2071_20150429,-3029.13,0,1.0,0,0
XXXXX2082_19920904,24383.05231,0,1.0,48,0
XXXXX2088_19910923,-137562.4,0,1.0,0,0
XXXXX2091_20180301,9.32,0,1.0,48,0
XXXXX2094_20200220,-87.75,0,1.0,48,0
XXXXX2102_20160418,8089.09,0,1.0,48,0
XXXXX2108_19911015,64228.799999999996,0,0.9998286612663297,0,0
XXXXX2110_20140205,15718.95,0,0.9990692978233296,48,0
XXXXX2147_20021219,710.5799999999998,0,1.0,48,0
XXXXX2160_20150506,-5082.51,0,1.0,48,0
XXXXX2179_20000612,3939.0,0,1.0,48,0
XXXXX2181_20160421,-9980.779999999999,0,1.0,48,0
XXXXX2188_20030331,-58852.939999999995,0,1.0,48,0
XXXXX2222_20150512,-176155.05,0,1.0,48,0
XXXXX2224_20061003,-73236.81999999999,0,0.9946799614023801,0,0
XXXXX2225_20010718,3485.2,0,1.0,0,0
XXXXX2227_20110801,111976.36,0,0.9173874977668949,48,1
XXXXX2231_20160425,3797.29,0,0.9375,48,1
XXXXX2234_20041216,-2701.1150000000007,0,1.0,48,0
XXXXX2246_20191108,10476.9,0,0.812144697943587,48,1
XXXXX2249_20210924,30989.21,0,0.9996457697030764,48,0
XXXXX2260_20130902,-346169.75,0,1.0,0,0
XXXXX2260_20180308,-13169.279999999999,0,1.0,48,0
XXXXX2265_20031006,34730.37,0,1.0,48,0
XXXXX2272_20000828,0.0,0,1.0,48,0
XXXXX2275_20160426,-3763.9,0,1.0,0,0
XXXXX2301_20181203,1210.14,0,1.0,48,0
XXXXX2303_20181203,2052.0,0,1.0,48,0
XXXXX2304_20110214,-90661.44,0,1.0,48,0
XXXXX2315_20201224,16144.02,0,0.9583333333333334,48,1
XXXXX2316_20140311,13214.68,0,1.0,48,0
XXXXX2320_20090624,-17637.03,0,1.0,48,0
XXXXX2325_20191111,-10553.7,0,1.0,48,0
XXXXX2332_20040405,149861.62,0,0.9691889838769364,48,1
XXXXX2333_20090923,-7426.0,0,1.0,48,0
XXXXX2334_20060601,35429.07,0,0.9641500474833808,48,1
XXXXX2338_20030725,1085.37,0,0.9859126984126984,48,1
XXXXX2339_20140131,3773.93,0,0.9841715513425227,48,1
XXXXX2342_20050630,1417.72,0,0.9973821190334448,48,0
XXXXX2354_19911210,965.25,0,1.0,48,0
XXXXX2376_20120703,0.0,0,0.9611604281942031,48,1
XXXXX2383_20080505,-4830.64,0,1.0,0,0
XXXXX2397_20030520,-73786.19,0,1.0,0,0
XXXXX2398_20160429,-9492.97,0,1.0,48,0
XXXXX2405_20111220,-7096.150000000001,0,1.0,48,0
XXXXX2407_20071107,-6790.03,0,1.0,0,0
XXXXX2408_20041111,52867.24,0,1.0,48,0
XXXXX2408_20050314,5157.0,0,1.0,48,0
XXXXX2415_20030805,11778.56,0,1.0,48,0
XXXXX2417_20210222,27592.9,0,0.9930555555555555,48,1
XXXXX2419_20050908,14223.12,0,1.0,48,0
XXXXX2423_19910705,-45900.94128,0,1.0,48,0
XXXXX2423_20120106,-7116.84,0,1.0,0,0
XXXXX2438_20060908,16394.92,0,0.9967018692974111,48,0
XXXXX2450_20010317,67895.46,0,0.9932886525429355,48,0
XXXXX2451_20170331,0.0,0,1.0,48,0
XXXXX2452_20200227,48691.35,0,0.9930555555555555,48,1
XXXXX2459_20170403,46318.5,0,0.875,48,1
XXXXX2468_20190305,16011.800000000001,0,1.0,48,0
XXXXX2476_20170403,26242.0,0,0.5860871127315521,48,1
XXXXX2480_20190305,-315.6,0,1.0,0,0
XXXXX2481_20180314,391.5,0,1.0,48,0
XXXXX2482_20140326,-30160.76,0,1.0,48,0
XXXXX2493_20210222,130470.6,0,1.0,48,0
XXXXX2497_20140213,-655.1100000000001,0,1.0,48,0
XXXXX2499_20010131,-17220.305,0,1.0,48,0
XXXXX2508_20210223,6075.0,0,1.0,48,0
XXXXX2513_20191115,0.0,0,1.0,48,0
XXXXX2524_20120504,-30875.93,0,1.0,48,0
XXXXX2527_20240221,500492.23,0,0.9114869517901908,48,1
XXXXX2530_20070302,59951.88,0,0.9188572887343379,48,1
XXXXX2530_20150527,27731.87,0,0.9930555555555555,48,1
XXXXX2535_20180316,61364.979999999996,0,0.8535325504075505,48,1
XXXXX2535_20200228,-762.48,0,0.9989628669884302,48,0
XXXXX2537_20120504,1066478.3652999983,0,0.9577340258425836,48,1
XXXXX2546_20181210,76189.59,0,1.0,48,0
XXXXX2550_20100323,-10371.39,0,1.0,48,0
XXXXX2581_20200228,1381.81,0,1.0,48,0
XXXXX2588_20181212,25072.86,0,0.9930555555555555,48,1
XXXXX2589_20100712,18602.71,0,1.0,48,0
XXXXX2601_20080515,-76868.0,0,1.0,48,0
XXXXX2607_20090424,-34896.4,0,1.0,48,0
XXXXX2612_20160511,5702.17,0,1.0,48,0
